Zip	T_me	T_ne	Zone	Altitude	Latitude	Longitude
87648	7.5	-14.6	15	764	47.81771550000001	10.5347019
23749	9.2	-8.4	2	-1	54.2307834	11.036335
61352	10.5	-9.9	12	147	50.2171728	8.6540643
73765	9.9	-11.2	6	334	48.68298710000001	9.2737662
31629	10.1	-10.7	3	40	52.5884255	9.141836800000002
74379	10.1	-11.3	12	237	48.9610183	9.1817156
56472	8.1	-11.0	6	511	50.6666081	8.0137476
47059	11.7	-7.1	5	27	51.4399036	6.739224699999999
67826	9.2	-10.8	12	361	49.7600118	7.7837368
01189	9.7	-13.3	4	236	51.0144934	13.6972162
82387	8.2	-14.0	13	630	47.7555494	11.3085054
65629	10.1	-9.8	7	166	50.33537	8.0550021
23827	8.8	-10.3	3	53	54.0012459	10.4182932
37136	9.0	-12.0	7	221	51.5407073	10.1629761
92706	8.5	-13.3	13	414	49.58444	12.148658
08209	7.3	-14.7	10	575	50.4823022	12.4322236
44866	11.1	-7.8	5	75	51.48282099999999	7.1281215
60431	11.0	-9.6	12	102	50.1475439	8.6491154
94362	8.2	-13.8	10	475	48.97527220000001	12.7556397
71636	10.4	-10.8	12	317	48.8847044	9.1598129
27308	9.5	-10.3	3	39	52.9119104	9.3859841
23858	9.1	-10.8	3	19	53.8334337	10.4872959
22946	9.1	-10.7	3	58	53.60273429999999	10.3677439
38379	9.4	-12.1	3	123	52.1890234	10.9412587
95490	8.5	-13.2	13	401	49.9038756	11.416357
48477	10.1	-9.1	5	43	52.2992	7.584440099999999
67824	9.6	-10.3	12	292	49.7787681	7.803186299999999
35099	8.4	-11.8	6	390	51.0195702	8.7579203
75323	7.5	-13.7	8	776	48.705904	8.522657299999999
30655	10.3	-10.7	3	53	52.40075479999999	9.8005269
08058	9.1	-13.8	9	272	50.7367202	12.4798711
18565	9.0	-8.9	2	0	54.55053700000001	13.1057352
12437	10.1	-12.0	4	35	52.4609077	13.4815474
17335	9.0	-13.8	4	64	53.5102404	13.7450676
42657	10.6	-8.1	5	186	51.1531315	7.0647863
57392	8.3	-11.1	6	455	51.1790374	8.2945396
71131	8.8	-12.0	6	557	48.5694299	8.7785929
39106	10.1	-11.7	4	47	52.1422657	11.6524366
06179	9.6	-13.9	4	131	51.4564641	11.8188107
45128	11.5	-7.2	5	101	51.4452228	7.0078317
88631	8.4	-12.2	14	616	48.0790288	9.027097
93348	8.7	-13.4	13	418	48.7709651	11.9037174
95643	7.9	-14.2	10	505	49.877961	12.3187354
16909	9.2	-13.0	4	71	53.12115009999999	12.5152596
79856	6.2	-13.7	8	1125	47.90554239999999	8.105768099999999
86470	8.6	-13.5	13	546	48.276667	10.4727076
81679	9.3	-12.3	13	524	48.1440135	11.6074275
91174	9.1	-13.3	13	362	49.18439189999999	10.9174324
82288	8.5	-14.1	13	580	48.1238353	11.1299147
72532	7.9	-13.1	14	715	48.3992844	9.3911728
88521	8.5	-12.8	13	561	48.09735389999999	9.4804261
77876	9.8	-10.7	6	369	48.5790957	8.1139834
67133	11.1	-10.4	12	95	49.4911934	8.290591700000002
66687	9.9	-9.7	6	296	49.5478665	6.8842403
83607	7.7	-14.2	15	724	47.8720967	11.6886436
06429	9.6	-13.0	4	61	51.8362645	11.7660574
93343	8.6	-13.4	13	466	48.9352445	11.7886448
95709	7.2	-14.3	10	633	50.0285289	11.9282586
82340	8.2	-14.1	13	658	47.9462473	11.2889549
92361	8.8	-13.7	13	432	49.24257129999999	11.372405
91217	9.3	-13.6	13	341	49.5090616	11.4334906
04938	9.5	-13.4	4	83	51.5951005	13.3007008
76831	10.7	-10.0	6	163	49.1370855	8.101879199999999
42289	10.2	-8.5	6	252	51.26894069999999	7.211937799999999
89604	8.5	-13.1	13	561	48.3407147	9.6904379
24360	9.0	-8.1	2	23	54.4979571	9.8669341
97246	10.1	-11.1	13	197	49.725534	10.0014949
21435	9.4	-10.5	3	13	53.3851119	10.1041254
85107	9.1	-13.3	13	374	48.6730881	11.4650369
85307	8.6	-14.0	13	510	48.47446490000001	11.5638117
86679	8.9	-13.7	13	417	48.6139887	10.8622491
84359	8.9	-12.2	13	425	48.2910584	13.0211909
82266	8.6	-14.1	13	579	48.0762653	11.1523493
85057	9.5	-12.5	13	377	48.7750985	11.4097351
71679	10.4	-10.8	12	295	48.9065017	9.141133000000002
24997	8.9	-8.8	3	22	54.6799243	9.3202905
84095	8.8	-13.6	13	431	48.5885937	12.0246129
92548	8.1	-14.2	13	490	49.4107324	12.2248426
24238	8.8	-9.1	2	46	54.2898361	10.4309105
97531	9.1	-12.0	13	299	50.0198508	10.4473997
65346	10.4	-10.0	12	167	50.04341549999999	8.0487051
14052	9.8	-12.2	4	61	52.5127375	13.2595232
50739	11.3	-7.8	5	46	50.9770824	6.923917599999999
57578	8.4	-10.6	6	454	50.7273978	7.8830911
76887	10.6	-10.2	6	196	49.1035051	7.9991986
67297	10.2	-10.1	6	226	49.6214184	8.044539799999999
48432	10.2	-8.8	5	36	52.2317604	7.468862000000001
56323	9.3	-10.1	7	355	50.2772054	7.536019899999999
97355	9.6	-11.6	13	265	49.7534701	10.3254764
87435	8.1	-13.7	15	712	47.7152421	10.3148926
99634	9.5	-13.0	9	152	51.1573739	10.9741019
35043	9.1	-11.5	7	273	50.7941641	8.8145397
64853	10.0	-10.6	6	233	49.8304408	8.9100748
44265	9.9	-9.1	5	194	51.46400569999999	7.490747600000001
51545	9.4	-9.8	6	312	50.85912889999999	7.5981332
24363	9.0	-8.5	2	22	54.398924	9.861506000000002
24629	8.9	-10.0	3	72	53.8090449	10.0077386
98597	9.2	-12.2	7	252	50.7624721	10.3294293
38530	9.8	-11.3	3	60	52.3815493	10.3983596
23881	9.2	-11.1	3	36	53.60306079999999	10.6116549
14089	9.6	-12.6	4	46	52.4741368	13.152334
12057	10.0	-12.1	4	35	52.46858169999999	13.4621424
01237	10.2	-12.7	4	121	51.0134206	13.7913392
82488	7.3	-14.8	15	872	47.5454276	10.9612045
83404	9.1	-13.3	13	437	47.8168221	12.9362681
83457	7.7	-13.5	15	757	47.7160763	12.8965271
57647	9.2	-10.1	6	325	50.6249002	7.898383600000001
53937	8.2	-11.1	6	531	50.5625794	6.462810999999999
40223	11.2	-7.8	5	37	51.1997752	6.772247399999999
56599	10.1	-9.5	5	220	50.4714087	7.382053099999999
25869	9.1	-7.9	1	0	54.6338517	8.716699799999999
24361	8.9	-8.8	2	26	54.4027635	9.7470444
97904	10.0	-11.0	13	196	49.7890777	9.3666416
27374	9.3	-10.5	3	55	52.98706	9.5293704
06779	9.6	-13.3	4	83	51.7307327	12.2626359
49565	10.0	-9.6	5	46	52.40945420000001	8.0213448
67489	10.3	-10.1	6	229	49.3053653	8.1718986
78601	7.5	-13.4	14	877	48.0684792	8.842237299999999
45892	10.7	-8.3	5	37	51.5684808	7.1097059
48249	10.2	-8.9	5	82	51.8579795	7.3138755
81475	8.6	-13.9	13	564	48.0915079	11.480529
70567	9.8	-11.1	12	417	48.7226206	9.1584836
08237	6.8	-15.0	10	655	50.5390715	12.5026751
92507	8.6	-14.0	13	417	49.4483551	12.1716014
08228	8.2	-14.4	10	460	50.5311154	12.4056694
86974	8.0	-14.5	15	709	47.8920331	10.9350339
21493	9.2	-10.8	3	44	53.55673059999999	10.5173448
56829	9.7	-9.8	7	280	50.1787116	7.2535298
97291	9.4	-11.5	13	304	49.8726985	9.8497412
84187	8.7	-13.7	13	407	48.6636125	12.3682953
04703	9.4	-13.7	9	201	51.15646899999999	12.9270969
08115	8.5	-14.0	9	388	50.6925394	12.4262965
35516	9.8	-10.9	7	168	50.4600286	8.7430334
86987	7.7	-14.2	15	804	47.8436969	10.8131058
21029	9.7	-9.8	3	21	53.489276	10.2260726
86751	8.4	-13.3	13	550	48.7757429	10.5805652
10249	10.4	-11.8	4	49	52.5239492	13.4411786
72419	7.9	-13.0	14	749	48.24883550000001	9.182758
74834	10.1	-11.0	6	230	49.3951692	9.2162927
24944	9.0	-8.0	2	46	54.8089266	9.4780835
95239	7.0	-14.6	10	660	50.1340126	11.8200386
88289	7.9	-13.3	13	712	47.7578517	9.7184409
56861	9.4	-10.1	7	339	50.0238877	7.1138713
53229	10.7	-8.6	5	116	50.74549409999999	7.1648955
67724	9.5	-10.5	6	338	49.5558943	7.796111799999999
74219	10.3	-10.8	13	225	49.32297070000001	9.349579
32425	10.2	-10.3	5	58	52.3362299	8.8907884
24149	9.0	-8.3	2	41	54.3355313	10.1907001
74749	9.8	-11.1	6	317	49.4562999	9.4731434
72138	9.8	-11.2	6	356	48.5423324	9.1382919
40878	11.2	-7.9	5	51	51.2964433	6.8506277
55411	10.7	-9.7	12	104	49.9437022	7.922532899999999
60318	11.7	-8.3	12	126	50.1252751	8.6869633
72369	8.5	-12.3	14	624	48.2229003	8.7213622
03246	9.3	-13.8	4	135	51.70969359999999	13.7845815
16248	9.0	-14.1	4	100	52.9215587	14.0799726
03197	9.5	-13.8	4	76	51.8629962	14.5093579
85414	9.0	-13.6	13	434	48.4583235	11.6519515
89438	8.7	-13.5	13	486	48.50875689999999	10.5268018
57612	9.9	-9.5	6	250	50.7272979	7.6947974
35716	7.7	-11.5	6	552	50.8342695	8.3098821
27798	9.6	-9.5	3	2	53.119698	8.3475079
96260	8.1	-12.8	13	469	50.0863256	11.241972
82401	7.7	-14.1	15	807	47.7253848	10.9541391
93149	8.8	-13.8	13	383	49.2150195	12.2351398
25788	9.1	-8.8	1	0	54.3046813	9.2443378
16306	9.1	-14.2	4	33	53.2112456	14.209468
29223	9.9	-11.1	3	52	52.6313097	10.0995576
58091	9.8	-9.2	6	171	51.342288	7.486979099999999
96176	8.9	-12.1	13	312	50.1462654	10.7381912
97724	8.8	-11.3	13	326	50.2765076	10.1790713
92712	8.4	-13.3	10	435	49.6355241	12.1648041
92253	8.4	-13.4	13	435	49.5441452	12.047072
09247	9.0	-13.6	9	339	50.860909	12.8362695
18439	8.9	-10.8	2	14	54.30186879999999	13.0948125
94107	8.3	-12.5	10	547	48.5751183	13.6681864
32429	10.2	-10.3	5	55	52.275536	8.8427586
61209	10.2	-10.5	12	131	50.3863706	8.8838537
36148	8.3	-12.3	10	441	50.4286237	9.6407464
88454	8.1	-13.5	13	635	48.0260015	9.78734
06571	9.7	-13.0	4	118	51.2886317	11.3711456
02979	9.5	-14.2	4	111	51.5053795	14.2278628
50169	10.8	-8.6	5	83	50.8754649	6.7381125
09394	8.8	-13.6	9	374	50.745437	12.6742535
09130	9.5	-13.1	9	320	50.83593699999999	12.9558164
14552	9.6	-12.8	4	42	52.30970689999999	13.0731063
84171	8.6	-13.3	13	457	48.4184728	12.193205
78194	7.8	-13.1	14	804	47.9375825	8.726819899999999
78589	7.9	-13.0	14	779	48.0563022	8.791971799999999
42655	10.8	-8.0	5	190	51.1684016	7.057952599999999
40225	11.3	-7.7	5	43	51.19743750000001	6.7898817
24407	9.0	-8.5	2	31	54.63618469999999	9.8712418
73492	8.9	-12.4	14	454	48.9277112	10.1568649
38375	9.3	-12.2	3	155	52.19518309999999	10.8792431
88512	8.6	-12.3	13	562	48.0490427	9.3379982
14974	9.5	-13.0	4	43	52.2780825	13.2569144
18109	9.6	-10.0	2	5	54.1522067	12.0662928
09633	8.6	-13.8	9	389	50.95503679999999	13.3476849
01994	9.4	-14.3	4	123	51.5611052	13.8965781
91619	9.1	-12.8	13	377	49.4497965	10.4661952
91257	8.3	-13.9	13	456	49.76279539999999	11.5310637
92286	8.5	-14.3	13	422	49.307416	11.9452562
96361	7.3	-14.4	10	587	50.4408302	11.3789679
88427	8.5	-12.8	13	571	48.00301169999999	9.6510285
89174	8.4	-12.8	14	594	48.5816993	10.0249855
97243	9.6	-11.6	13	310	49.5150605	10.0084449
75059	10.3	-10.6	6	201	49.105652	8.8052473
79837	7.3	-13.8	11	931	47.7642052	8.1088955
79106	11.4	-9.7	6	264	48.00445819999999	7.8374651
47533	10.6	-8.1	5	12	51.8091567	6.1280084
42855	10.1	-8.8	6	202	51.19382969999999	7.200955899999999
66909	9.6	-10.2	6	338	49.476997	7.3454636
67686	9.9	-10.0	6	273	49.4758453	7.584330599999999
79331	11.2	-10.0	12	190	48.12467059999999	7.7941044
64683	10.9	-10.7	12	91	49.6723118	8.5447826
74925	10.1	-10.8	12	237	49.34188040000001	8.918543099999999
24969	8.8	-9.1	3	28	54.689184	9.1998881
79410	8.4	-12.5	6	755	47.8015883	7.672105999999999
88316	7.7	-14.1	13	694	47.7087842	10.0546144
91737	9.1	-13.3	13	413	49.1768268	10.6568278
91622	8.9	-13.3	13	423	49.4010311	10.594415
56841	10.4	-9.2	7	101	49.9558751	7.1000017
44388	10.7	-8.3	5	101	51.5017141	7.335137100000001
41066	11.0	-7.6	5	41	51.2262928	6.4665644
40880	10.8	-8.4	5	42	51.301145	6.8152244
47877	10.8	-8.2	5	38	51.2608122	6.5075709
26826	9.8	-9.1	3	-1	53.1441593	7.321469500000001
35768	8.4	-11.3	6	422	50.735378	8.41572
25548	9.1	-9.6	3	20	53.9651114	9.711491
39365	9.3	-12.3	4	156	52.14755719999999	11.2206781
29588	9.3	-11.8	3	45	53.0218043	10.674824
21039	9.5	-10.5	3	2	53.4571328	10.2819319
41179	10.8	-8.4	5	69	51.1642093	6.3536759
82110	8.7	-13.8	13	537	48.13169389999999	11.3556855
99423	9.5	-12.6	9	228	50.9809955	11.3236408
16866	9.2	-12.9	4	53	52.9847887	12.3597868
83561	8.7	-12.7	13	477	48.0169473	12.1491331
92539	7.3	-14.0	10	637	49.5124755	12.5336209
84568	8.4	-13.6	13	474	48.306997	12.5961779
94127	8.9	-12.0	13	409	48.5107811	13.4417874
89440	8.6	-13.3	13	504	48.67432789999999	10.5430161
66482	10.6	-9.2	6	226	49.2419805	7.3734397
72275	8.3	-12.6	8	655	48.363598	8.3824109
67360	11.1	-9.7	12	96	49.2418793	8.3454993
72296	8.2	-12.7	6	666	48.4269297	8.5454553
70376	10.7	-10.5	12	270	48.82035339999999	9.2031939
07778	9.6	-13.2	9	167	50.9959499	11.6219985
25594	9.2	-9.4	1	0	53.9934066	9.357308
07570	9.1	-13.9	9	279	50.7788646	12.0182152
06369	9.6	-13.5	4	84	51.713486	12.0183022
92439	8.6	-14.0	13	400	49.3020018	12.2871558
17034	9.7	-12.7	4	12	53.57466489999999	13.2829207
26131	9.7	-9.1	3	2	53.1267181	8.1690126
20146	9.8	-9.2	3	22	53.5688101	9.9819779
22299	9.9	-9.2	3	6	53.59451	9.9999424
91605	9.1	-12.4	13	399	49.458268	10.2774106
87488	7.0	-14.7	15	906	47.71415649999999	10.4375051
47669	10.7	-8.2	5	31	51.3969941	6.3276794
47661	10.6	-8.3	5	26	51.5399953	6.4134557
44791	10.8	-8.0	5	132	51.4886935	7.2474125
67480	9.2	-11.3	6	492	49.2933076	8.0533059
53332	10.7	-8.8	5	82	50.7730884	6.9684402
64589	10.9	-10.1	12	88	49.809295	8.4373326
78586	7.7	-13.2	14	814	48.174238	8.785117399999999
90571	9.1	-13.6	13	354	49.47188	11.1995478
83123	8.5	-13.0	13	508	48.0025909	12.3056922
09618	7.6	-14.3	10	541	50.798815	13.3218443
17438	8.8	-11.6	2	26	54.0520998	13.7495169
19300	9.3	-12.3	4	33	53.2778302	11.6271017
38373	9.5	-12.1	3	108	52.22801279999999	10.9058912
38461	9.6	-11.9	3	60	52.4400025	10.9107095
86505	8.7	-13.3	13	514	48.3136233	10.4540224
73347	8.6	-12.4	14	552	48.5782487	9.660085
25575	9.0	-9.3	1	24	54.1113994	9.5347426
97720	9.1	-11.1	13	283	50.2209348	10.1239173
36469	8.7	-12.6	7	323	50.8401405	10.1654007
54426	8.9	-10.7	6	457	49.7605212	6.9527975
48691	10.1	-8.8	5	36	52.0361066	6.820565299999999
59425	10.7	-9.1	5	76	51.5521918	7.7013158
67377	10.9	-9.9	12	116	49.2895439	8.2679618
32139	9.9	-9.9	6	82	52.1326307	8.458715399999999
72145	9.3	-11.6	6	456	48.41068629999999	8.8880952
94148	9.3	-12.2	13	339	48.3465622	13.2674157
17398	9.1	-12.9	2	3	53.79552409999999	13.7637411
23821	8.9	-10.4	3	34	53.9614911	10.3727602
89365	8.7	-13.1	13	503	48.4245533	10.444818
86911	8.2	-14.2	13	671	47.96254930000001	11.08577
23970	9.0	-10.7	2	46	53.8929961	11.4995043
35423	9.7	-10.9	7	180	50.5003659	8.8295891
59469	9.8	-9.7	5	199	51.5078471	7.9683377
65594	10.0	-10.1	7	136	50.42409019999999	8.1655733
40217	12.0	-6.9	5	41	51.21273110000001	6.7753988
66996	10.2	-9.9	6	264	49.0901357	7.673026099999999
44805	10.6	-8.3	5	124	51.5162564	7.2714747
04934	9.4	-13.8	4	145	51.498178	13.5596096
94164	6.5	-14.3	10	884	48.6847638	13.7234346
56379	10.3	-9.3	7	143	50.2807401	7.8345152
63505	10.5	-10.4	12	137	50.1918303	9.052648
95028	7.8	-14.6	10	511	50.3252304	11.9360556
93104	8.9	-13.7	13	347	48.8792993	12.3518277
04519	9.7	-13.6	4	107	51.4692784	12.3597817
94553	9.1	-13.7	13	311	48.8415872	12.802054
50968	11.3	-7.9	5	53	50.9037692	6.968224999999999
52066	10.8	-7.8	6	211	50.7533438	6.1123901
52223	10.1	-8.8	6	264	50.7479452	6.214423399999999
79790	10.1	-9.7	12	369	47.5952171	8.3222075
63263	10.8	-9.8	12	124	50.0521661	8.695244599999999
64347	11.0	-9.9	12	100	49.85767810000001	8.5501985
13127	9.6	-12.8	4	49	52.6110714	13.4280681
04680	9.6	-13.3	9	147	51.1322299	12.8002136
54539	10.1	-9.3	7	188	49.9830049	6.999926599999999
88718	9.4	-10.2	13	530	47.7108211	9.2696755
36115	8.0	-13.1	10	487	50.53195789999999	9.9821628
89183	8.5	-12.8	13	573	48.5203493	10.0042734
51674	10.0	-9.5	6	200	50.9482553	7.5158602
34508	7.0	-13.2	6	635	51.3020791	8.6327185
70192	10.3	-10.8	12	377	48.7970341	9.1647053
37431	7.7	-13.5	6	444	51.6102792	10.4355016
09627	8.2	-14.1	9	453	50.8982125	13.4362054
44809	11.1	-7.8	5	79	51.4995616	7.199720499999999
44623	11.0	-8.0	5	75	51.5389464	7.2251173
29599	9.2	-11.7	3	63	53.0596139	10.7032937
17367	9.0	-13.2	2	18	53.6529695	14.1268625
03149	9.5	-13.7	4	75	51.7307002	14.5768168
84061	8.5	-14.0	13	459	48.6845665	12.2215126
79183	9.9	-11.0	6	430	48.0917928	7.981448500000001
59494	10.3	-9.4	5	102	51.56273119999999	8.0937324
38322	9.6	-12.1	3	107	52.0656765	10.6810732
91734	8.9	-13.4	13	416	49.2115032	10.7972596
12307	9.6	-13.0	4	42	52.3824851	13.3993838
25573	9.3	-9.2	1	-2	53.8749091	9.3993017
88518	8.5	-12.4	13	559	48.0604369	9.4427558
73268	8.0	-13.0	14	688	48.5496188	9.4218619
24635	8.9	-10.2	3	35	53.999695	10.1694943
17154	9.3	-12.4	4	-2	53.82032830000001	12.792005
35759	8.1	-11.1	6	498	50.6340132	8.1859716
56316	10.0	-9.4	6	228	50.5748537	7.625111700000001
53113	11.0	-8.3	5	66	50.71941589999999	7.1221114
26571	9.9	-7.3	1	6	53.6781727	6.995835599999999
06809	9.7	-13.7	4	88	51.5788029	12.2834975
36214	8.6	-12.5	7	332	51.01371	9.9364101
21228	9.2	-10.3	3	41	53.3482958	9.9868598
20355	10.2	-8.7	3	23	53.55524940000001	9.9807553
96191	9.2	-13.2	13	250	49.9265857	10.7511019
14193	9.5	-12.7	4	66	52.4675293	13.2107327
12247	10.0	-12.0	4	43	52.4395116	13.3433743
01219	10.3	-12.6	4	119	51.024895	13.7678094
02739	8.2	-15.3	10	378	50.9878413	14.6508516
48496	10.1	-9.2	5	39	52.4025974	7.6408948
50226	10.8	-8.7	5	71	50.9089383	6.7920994
88079	9.6	-9.7	13	429	47.6041621	9.5969032
82194	9.0	-13.3	13	510	48.1924664	11.3769838
91732	8.9	-13.4	13	433	49.2034431	10.7016808
06502	7.8	-14.2	6	382	51.72879649999999	11.0004017
92708	8.4	-13.3	13	419	49.6542848	12.0322516
71069	9.1	-11.8	6	470	48.70781059999999	8.9618345
71334	10.5	-10.7	13	290	48.8293399	9.3329481
83349	8.5	-13.0	13	539	48.01004	12.6494604
84405	8.7	-13.3	13	434	48.2941802	12.1726993
80937	8.9	-13.5	13	497	48.220227	11.5761802
29392	9.5	-11.3	3	59	52.5934381	10.5368379
94258	6.7	-14.1	11	734	48.9896638	13.300945
02788	8.3	-15.3	9	343	50.9436061	14.8847899
97076	9.9	-11.2	13	240	49.8090616	9.988495
88149	9.7	-9.8	13	400	47.5753651	9.6101009
97295	9.5	-11.4	13	294	49.7591575	9.800007
49846	10.1	-9.0	5	16	52.5784952	6.9467507
42929	10.1	-9.1	6	203	51.1030829	7.2240777
55452	9.9	-10.1	12	241	49.8915878	7.844575499999999
56068	11.4	-8.1	5	74	50.3511528	7.595195899999999
69181	10.9	-10.3	12	132	49.3474363	8.7126367
63150	10.6	-10.3	12	133	50.0496244	8.8141224
24882	9.1	-9.0	3	1	54.5437715	9.6434222
37327	8.6	-12.5	7	337	51.3866136	10.3229117
93351	8.2	-13.9	13	554	48.98752899999999	11.8160624
18119	9.5	-10.2	2	2	54.17182769999999	12.0910576
09456	7.5	-14.8	10	560	50.58149530000001	13.0552336
36286	8.1	-12.8	7	432	50.9028644	9.5617735
72224	9.0	-11.9	6	511	48.60311069999999	8.6811875
40237	11.4	-7.5	5	44	51.23573810000001	6.8091727
55599	10.5	-10.0	12	145	49.782069	7.962964800000001
49088	10.3	-9.1	5	69	52.2949457	8.0511193
64560	11.0	-10.0	12	89	49.8431788	8.4671693
65835	10.6	-9.8	12	150	50.1152835	8.4903658
88400	8.9	-12.8	13	535	48.0897213	9.8079239
97334	9.5	-11.6	13	283	49.8431141	10.189506
08547	8.3	-14.6	10	423	50.5517043	12.1267448
96484	8.6	-12.1	13	366	50.3236717	10.8985251
99439	9.2	-13.3	9	209	51.0734088	11.2971731
55571	9.9	-9.8	12	222	49.7646244	7.7042774
61267	9.2	-11.0	7	343	50.2961543	8.498942099999999
77787	9.9	-10.9	6	365	48.3977772	8.0793388
54314	9.5	-9.8	7	374	49.6011191	6.6874286
25724	9.5	-8.2	1	-2	53.91613299999999	9.0069875
25729	9.2	-9.3	1	5	54.03894450000001	9.123455
25842	8.9	-9.0	1	-3	54.6816435	8.9337199
37635	9.3	-11.8	7	141	51.9518746	9.6254227
24214	9.1	-8.1	2	18	54.4108044	9.978799
77975	10.8	-9.6	12	164	48.2471813	7.7770107
25927	9.0	-8.5	1	-2	54.86880189999999	8.7338732
51379	11.1	-8.0	5	59	51.0697197	6.9965788
81825	9.1	-12.9	13	530	48.12161380000001	11.6542179
88379	8.1	-13.3	13	675	47.9031472	9.4720312
12109	9.9	-12.3	4	45	52.44672749999999	13.4019777
97855	10.0	-10.8	13	177	49.7965792	9.5889144
97947	9.5	-11.6	13	326	49.6072297	9.7466462
29594	9.2	-11.7	3	63	52.868847	10.7759281
89423	9.0	-12.8	13	433	48.52262160000001	10.3753327
46537	10.9	-8.0	5	30	51.5792147	6.749660800000001
79423	10.9	-10.0	12	235	47.8732462	7.657537299999999
89165	8.6	-13.0	13	566	48.2121085	10.0715815
23923	9.1	-10.7	2	14	53.8318674	10.8715577
86498	8.6	-13.2	13	551	48.1952739	10.2617917
17495	8.8	-11.7	2	42	53.9769292	13.5488964
79280	10.3	-10.5	6	361	47.9547455	7.835928
74936	9.9	-11.1	12	288	49.2709659	9.0865146
23769	9.2	-7.0	2	10	54.47005369999999	11.132927
82285	8.6	-14.5	13	537	48.2268548	11.1052363
23730	9.2	-8.3	2	-2	54.133637	10.8225089
51789	9.9	-9.3	6	224	51.02179899999999	7.349167299999999
92277	8.6	-14.2	13	409	49.31835599999999	11.8401736
29633	9.1	-11.6	3	79	52.9905538	10.0809352
64753	9.5	-11.0	6	314	49.7294135	8.9503604
28870	9.5	-9.7	3	6	53.11703499999999	9.1186231
71111	9.5	-11.6	6	405	48.6338945	9.1296832
53881	10.4	-8.7	6	178	50.6352801	6.8299259
93492	7.7	-13.6	10	537	49.4149185	12.6220691
94559	9.1	-13.7	13	311	48.8720648	12.7902505
17235	9.1	-13.1	4	59	53.343294	13.0902612
24306	8.9	-9.3	3	26	54.16839510000001	10.4322946
76275	10.7	-10.2	6	174	48.9276926	8.3989213
33330	10.3	-9.7	5	78	51.909671	8.369734900000001
86556	8.7	-13.9	13	460	48.5069694	11.1834578
86562	8.9	-13.6	13	401	48.6367488	11.2552364
82278	8.6	-14.5	13	538	48.23574259999999	11.0665452
47053	11.3	-7.7	5	35	51.4207541	6.7512387
17207	9.2	-12.6	4	71	53.37562680000001	12.5998873
72479	7.6	-13.2	14	831	48.17031979999999	9.0752049
67586	10.6	-10.1	12	154	49.7818907	8.24659
01734	8.9	-13.8	4	317	50.9492918	13.6668556
26349	9.7	-9.0	1	-2	53.3440757	8.2416234
97782	9.3	-11.2	6	252	50.1223851	9.7398834
86666	8.9	-13.7	13	425	48.7005768	11.0168444
52222	10.4	-8.7	6	204	50.78027909999999	6.2237174
42117	10.6	-8.2	6	174	51.2438036	7.133836899999999
74389	9.9	-11.2	12	279	49.0428591	9.0239272
85122	8.7	-12.7	13	467	48.88087059999999	11.3067541
54657	9.6	-9.8	6	322	50.0019019	6.6088293
55767	8.5	-11.2	6	483	49.7050808	7.1639787
77728	9.9	-10.8	6	355	48.4719785	8.162125000000001
21730	9.5	-8.8	1	-2	53.8304633	9.1338693
67378	10.9	-9.8	12	118	49.2333213	8.250487099999999
67459	11.0	-10.2	12	104	49.3609433	8.322978599999999
22880	9.4	-9.7	1	2	53.5936117	9.6991755
97708	9.4	-10.8	13	222	50.2752855	10.054223
73655	9.8	-11.5	13	359	48.79721019999999	9.6086365
01239	10.0	-12.8	4	137	50.9957514	13.7886884
02748	8.9	-14.5	9	232	51.04724	14.8270791
35041	9.2	-11.5	7	243	50.8377166	8.7603752
77743	10.9	-9.5	12	144	48.46381	7.812414700000001
65191	10.5	-9.5	12	207	50.08971409999999	8.271906999999999
04828	9.6	-13.0	4	130	51.36439499999999	12.6883075
95666	7.9	-14.5	10	493	49.9348153	12.2735924
55435	10.7	-9.9	12	112	49.9531646	8.0098028
69221	10.5	-10.4	6	198	49.4503896	8.6679988
35394	9.6	-11.0	7	200	50.5714513	8.7174674
46244	10.5	-8.4	5	65	51.5964063	6.9081701
66128	10.3	-9.4	6	245	49.2271055	6.915359500000001
34628	9.1	-11.6	7	234	50.8499445	9.1961188
37642	8.8	-11.8	7	230	51.9126637	9.5817843
30519	10.4	-10.7	3	60	52.3358144	9.7737388
99326	8.0	-14.1	9	457	50.75397210000001	11.1110548
04159	9.8	-13.3	4	101	51.3792234	12.3046822
01855	8.8	-13.7	10	271	50.9730657	14.2730156
03172	9.5	-13.9	4	63	51.94750810000001	14.5690228
70188	10.8	-10.3	12	253	48.7834266	9.2050203
17217	9.1	-13.1	4	48	53.523504	13.0511066
83547	8.4	-13.2	13	519	48.0904586	12.2842625
29585	9.2	-11.7	3	49	53.10746109999999	10.5395607
23946	9.2	-9.7	2	-1	53.9852838	11.208537
63869	8.9	-11.7	6	363	50.0278731	9.3752696
71364	10.2	-11.0	13	288	48.8697946	9.4066135
97859	9.3	-11.4	6	274	50.02936	9.4306884
24999	8.9	-8.1	2	42	54.8060444	9.5160265
38272	9.6	-11.5	3	109	52.1441326	10.2175439
69493	10.9	-10.9	12	126	49.5085013	8.6556961
35447	9.5	-11.1	7	205	50.6022608	8.861908900000001
67122	11.1	-10.7	12	92	49.4314408	8.4949778
54649	9.0	-10.3	6	416	50.0851305	6.385390800000001
34379	8.9	-11.5	7	239	51.409646	9.4008101
