Zip	T_me	T_ne	Zone	Altitude	Latitude	Longitude
96317	8.5	-12.7	13	390	50.2420979	11.3113054
95491	8.4	-13.7	13	436	49.8357858	11.4230117
06249	9.5	-13.7	4	168	51.3080784	11.8134011
49076	9.9	-9.7	5	80	52.2900634	7.9656292
32756	10.2	-9.7	6	142	51.93692249999999	8.8682321
71287	9.5	-11.7	6	376	48.8465917	8.9355824
72663	9.9	-11.1	6	351	48.58660159999999	9.309263200000002
89601	7.8	-13.4	14	737	48.3735177	9.7362731
38277	9.4	-11.8	3	150	52.06021029999999	10.2375158
63691	10.2	-10.5	12	136	50.3575364	8.9842934
97794	9.0	-11.6	6	322	50.0927981	9.6473826
06526	8.7	-13.5	6	267	51.4976997	11.2981903
99869	9.0	-13.1	9	294	50.8969049	10.7671937
99897	6.9	-14.3	10	637	50.7929819	10.6131727
96332	8.4	-12.6	10	392	50.3526122	11.3103692
42489	10.2	-8.7	5	191	51.28792139999999	7.0382833
58809	8.7	-10.4	6	378	51.2835618	7.850045400000001
58802	9.4	-9.7	6	235	51.3249474	7.861748100000001
69168	10.8	-10.1	12	133	49.2929847	8.6893085
72144	9.4	-11.6	6	435	48.4587982	9.0477612
34560	9.1	-12.0	7	239	51.13822649999999	9.254952
97901	8.5	-12.3	6	491	49.82820419999999	9.3930519
89584	8.7	-12.9	13	520	48.2928997	9.6612347
83370	8.5	-13.2	13	534	47.9758013	12.4611155
93474	7.3	-13.7	10	603	49.19762249999999	12.9962056
93488	8.2	-13.6	10	450	49.36014309999999	12.6042283
84489	9.0	-12.3	13	429	48.1671386	12.821733
85617	8.4	-13.3	13	542	47.9921658	12.0053381
49696	9.7	-9.6	3	32	52.8886304	7.93397
67319	9.7	-10.3	6	343	49.5122489	8.029411699999999
67829	9.8	-10.1	12	251	49.691545	7.7059405
33378	10.4	-9.6	5	77	51.8349207	8.2985134
63477	10.6	-10.3	12	137	50.14720579999999	8.824969099999999
37085	8.7	-12.3	7	302	51.5167266	9.970987
22043	9.7	-9.5	3	19	53.5683271	10.1007587
24259	9.0	-9.0	3	15	54.2736156	9.8950945
97839	9.2	-11.6	6	314	49.861053	9.5274943
92345	9.2	-12.9	13	365	49.0366957	11.585937
92268	8.2	-14.2	13	491	49.5278214	11.5858166
58730	9.7	-9.8	5	219	51.501482	7.748431
21772	9.5	-9.5	1	6	53.6600128	8.973086799999999
31592	10.2	-10.6	3	33	52.5184788	9.0361189
27412	9.2	-10.0	3	52	53.2238984	9.0772927
74214	9.9	-11.1	13	303	49.3481119	9.5418218
27248	9.7	-9.8	3	44	52.7393688	8.6762914
27729	9.3	-9.7	3	24	53.3104953	8.8262156
91475	9.3	-12.9	13	278	49.6994534	10.7454595
01904	8.0	-14.7	10	429	51.09696959999999	14.3066911
38312	9.7	-11.6	3	86	52.067141	10.57869
97950	9.6	-11.5	13	296	49.67892150000001	9.7617321
24632	9.0	-9.9	3	27	53.8725926	9.8836884
97209	9.7	-11.5	13	271	49.8381246	9.8912879
94577	9.2	-13.1	13	310	48.7236133	13.0763535
95482	7.9	-14.1	10	504	50.0962542	11.7259713
96188	9.2	-13.1	13	245	49.9703349	10.726879
86161	8.9	-14.1	13	488	48.3459285	10.9160825
73277	9.6	-11.5	6	389	48.5879091	9.45008
45721	10.4	-8.5	5	46	51.7810293	7.1847865
45897	11.0	-8.1	5	46	51.5644796	7.0447171
46399	10.4	-8.4	5	22	51.8454749	6.604128299999999
46240	10.8	-8.1	5	46	51.547568	6.929575499999999
55270	10.1	-10.3	12	224	49.9479376	8.1582778
31675	10.2	-10.5	3	48	52.281639	9.0440611
70599	9.6	-11.3	12	401	48.7087513	9.2052496
94136	8.9	-11.9	13	395	48.6150283	13.5370478
02894	9.0	-14.5	9	212	51.140597	14.7985276
74635	9.8	-11.2	13	333	49.21162650000001	9.7053905
30169	10.4	-10.6	3	55	52.3630935	9.7364049
24146	9.0	-8.7	2	28	54.2920931	10.1857667
83308	8.7	-13.1	13	482	48.0377303	12.581574
09669	8.9	-13.8	9	336	50.91810400000001	13.0685643
82287	8.5	-14.3	13	563	48.1637886	11.1326575
38828	9.4	-12.8	4	105	51.88216809999999	11.1723095
82284	8.6	-14.1	13	570	48.1201379	11.1676608
78078	8.2	-12.6	14	698	48.1334483	8.513093399999999
26125	9.5	-9.5	3	15	53.1748875	8.2557526
67693	9.6	-10.4	6	357	49.45474859999999	7.9115088
46514	10.4	-8.3	5	46	51.7069487	6.827912599999999
09638	8.4	-13.8	10	416	50.8443096	13.4059465
24899	9.0	-8.9	3	17	54.4109489	9.2962566
24866	9.0	-9.0	3	23	54.4895823	9.5548659
66346	10.2	-9.4	6	233	49.2972408	6.891953999999999
96155	8.4	-13.6	13	429	49.8240225	11.0672297
85298	8.7	-14.2	13	470	48.50112679999999	11.4462553
93339	9.0	-13.1	13	388	48.95348080000001	11.7001368
34474	8.6	-11.9	6	311	51.4747827	9.0054682
21782	9.5	-9.1	1	-1	53.7595908	8.9774421
74394	10.3	-10.9	12	207	48.9946488	9.1827466
91480	8.9	-13.2	13	382	49.7006433	10.5567973
24783	9.0	-8.9	3	9	54.2788718	9.7099004
30173	10.4	-10.7	3	60	52.35553830000001	9.7626687
22457	9.6	-9.4	3	17	53.64631499999999	9.9217286
65795	10.8	-9.8	12	97	50.05358469999999	8.4848511
12529	9.5	-13.2	4	40	52.3690709	13.5016479
47623	10.7	-8.2	5	21	51.5763399	6.2291703
63857	9.0	-11.7	6	355	49.9737702	9.2999762
25336	9.2	-9.9	1	11	53.7352962	9.659231
96181	8.8	-12.6	13	357	49.8902009	10.5486823
90613	9.3	-13.5	13	322	49.4040529	10.7882216
96364	8.3	-12.7	10	422	50.2517355	11.3924784
93183	8.7	-14.1	13	394	49.1391323	11.9827533
58239	10.2	-9.2	6	116	51.4289295	7.565631499999999
58515	8.8	-10.2	6	370	51.192474	7.635820699999999
78136	7.2	-13.5	8	908	48.1424294	8.2027777
93197	8.9	-13.7	13	337	49.0773795	12.1097946
63933	9.9	-11.1	12	221	49.7964024	9.2761272
97204	9.7	-11.3	13	291	49.7846732	9.8813504
71397	10.2	-11.1	13	307	48.8876656	9.3925583
09241	9.1	-13.7	9	297	50.8996001	12.7653047
96355	6.6	-15.1	10	718	50.4493265	11.2766206
01127	10.3	-12.6	4	114	51.0779366	13.7224379
67256	10.8	-9.9	12	125	49.5148903	8.2459318
56826	8.8	-10.7	7	412	50.1266865	7.0074402
26904	9.6	-9.6	3	40	52.92567769999999	7.5320456
55583	10.3	-10.1	12	161	49.8001392	7.836849699999999
32107	9.8	-10.0	6	100	52.0727509	8.693308799999999
84178	8.3	-13.6	13	494	48.5532371	12.3642568
39517	9.4	-12.5	4	36	52.4339852	11.810623
86859	8.6	-14.0	13	599	48.0728373	10.8075938
29410	9.6	-11.7	4	20	52.8400945	11.1996856
49434	9.7	-9.7	5	100	52.5012759	8.0905309
32545	9.7	-10.3	5	140	52.1971271	8.7926501
29571	9.1	-11.6	3	86	52.9972128	10.7967813
96145	8.8	-12.0	13	345	50.19060229999999	10.8432193
02794	8.2	-15.3	10	382	50.9549285	14.651938
02826	9.3	-13.8	9	226	51.14819749999999	14.975409
97250	9.4	-11.6	13	313	49.8554147	9.8402959
34246	9.5	-10.8	7	190	51.359241	9.4615271
84163	8.8	-13.2	13	400	48.5527702	12.55949
94428	8.9	-13.1	13	357	48.6317491	12.8536013
63828	9.7	-11.3	6	241	50.105911	9.285482
63831	8.6	-12.0	6	434	50.1115013	9.3633495
31582	10.1	-10.5	3	28	52.6380917	9.2084143
67468	10.3	-10.0	6	218	49.4322727	7.9649634
79297	10.2	-10.5	6	365	48.15313250000001	8.0435216
59556	10.2	-9.9	5	70	51.7130927	8.3330167
56814	10.4	-9.3	7	96	50.1936901	7.153606099999999
47137	11.4	-7.6	5	29	51.4699795	6.7665427
89168	8.9	-12.7	13	471	48.5515116	10.2231218
84137	8.6	-13.6	13	449	48.43777290000001	12.3430106
88471	8.9	-12.9	13	505	48.2260625	9.8554682
37589	9.2	-12.3	7	137	51.7912709	10.07356
29345	9.0	-11.7	3	127	52.8451501	10.2916615
06464	9.3	-13.0	4	124	51.7948047	11.3696239
86688	8.6	-13.5	13	497	48.74184959999999	10.945202
59510	10.2	-9.9	5	81	51.6797982	8.0867078
53545	10.5	-8.9	5	137	50.5802956	7.305881899999999
73092	9.7	-11.1	6	371	48.6605482	9.6465608
91090	9.1	-13.4	13	330	49.66007219999999	11.1047748
99762	8.1	-13.6	6	372	51.5696178	10.8793392
09322	9.2	-13.8	9	263	50.938449	12.6975126
31698	10.1	-10.7	3	50	52.36175069999999	9.2890364
29664	9.5	-10.6	3	37	52.8794368	9.5211797
59909	8.8	-10.5	6	341	51.3516663	8.387337
72189	8.9	-12.0	6	540	48.3345321	8.663850199999999
54296	10.1	-9.5	7	234	49.72881049999999	6.6820754
84567	8.5	-13.1	13	500	48.3071411	12.7864268
80331	10.2	-11.1	13	522	48.1362105	11.572893
01665	9.5	-13.5	4	202	51.0954089	13.4641847
97199	9.7	-11.5	13	275	49.6543304	10.0471829
89073	9.4	-12.1	13	473	48.4023451	9.9978842
74861	10.4	-10.7	13	200	49.3071809	9.2919812
55596	10.0	-9.8	12	198	49.8152836	7.7178464
69245	10.7	-10.0	12	150	49.35261269999999	8.7790647
28876	9.5	-9.6	3	12	53.0791242	9.0474256
88353	8.0	-13.8	13	650	47.7925042	9.894487000000002
17326	9.1	-14.1	2	34	53.39779369999999	14.1378108
98746	6.7	-14.9	10	689	50.53775049999999	11.0668209
99089	9.9	-12.2	9	193	50.99772189999999	11.0137723
91809	8.8	-13.3	13	458	48.8176499	11.0834168
29485	9.4	-11.8	4	29	52.9034646	11.3315539
39319	9.4	-13.0	4	37	52.4999163	12.0276471
92549	7.0	-14.4	10	695	49.5078706	12.6223315
34590	9.4	-11.9	7	162	51.10116439999999	9.3501205
27252	9.7	-10.1	3	55	52.7371773	8.823537199999999
27804	9.6	-9.4	3	-1	53.1656868	8.463132
67753	9.2	-10.9	6	370	49.6106753	7.675185699999999
37586	9.1	-11.9	7	172	51.8125693	9.696159
86485	8.7	-14.2	13	457	48.504663	10.7872178
91580	8.7	-13.5	13	449	49.3091982	10.7474337
98739	6.6	-15.1	10	701	50.533288	11.2202636
19309	9.4	-11.9	4	16	53.0831507	11.4981465
19057	9.3	-11.3	4	48	53.6477555	11.3537881
55116	11.7	-8.6	12	95	49.9990416	8.274656499999999
76332	9.4	-11.5	8	391	48.79780359999999	8.4426317
64546	10.9	-9.7	12	102	49.980722	8.561487
54309	9.4	-9.8	7	381	49.8047299	6.6116627
45476	11.3	-7.5	5	34	51.44900819999999	6.854898899999999
42277	10.5	-8.4	6	194	51.2831824	7.215241700000001
31683	9.6	-10.8	3	204	52.2683264	9.1467062
34613	9.2	-11.6	7	233	50.9197368	9.2235701
70186	10.6	-10.6	12	323	48.7744862	9.2040251
97502	9.1	-11.5	13	295	50.0620939	10.1366731
80796	10.0	-11.3	13	520	48.1630201	11.5691057
82054	8.1	-14.3	13	643	47.9567664	11.6450841
79361	11.0	-9.9	12	187	48.1402701	7.617299399999999
21737	9.4	-9.2	1	-3	53.7562918	9.3056321
63549	10.2	-10.5	12	165	50.2288024	9.0445491
08060	9.0	-13.7	9	318	50.7278136	12.4491406
83362	8.5	-13.0	13	585	47.8619731	12.7061528
22885	9.2	-10.3	3	43	53.5777683	10.2140467
21529	9.1	-10.7	3	84	53.4903875	10.3166226
66121	10.6	-9.0	6	212	49.2296839	7.0409029
54295	10.2	-9.3	7	265	49.74104699999999	6.646099800000001
51570	10.4	-9.1	6	131	50.7880324	7.565531900000001
72293	9.0	-11.8	6	511	48.4385965	8.5238655
84103	8.6	-13.6	13	431	48.6493264	12.3264312
14467	10.0	-12.1	4	34	52.39976910000001	13.0665558
91096	9.3	-13.2	13	304	49.6396455	11.0036623
94034	8.9	-11.8	13	418	48.5882961	13.4832977
06542	9.4	-13.6	4	177	51.404673	11.3857674
91083	9.5	-12.8	13	260	49.6593595	11.0338667
24395	9.2	-7.1	2	4	54.7442043	9.9033102
83139	8.7	-12.7	13	482	47.9203604	12.2298912
04207	9.7	-13.1	4	122	51.3109993	12.2705518
52068	11.0	-7.8	6	185	50.7794144	6.1339006
54647	9.8	-9.8	7	282	49.9827504	6.6473208
45883	10.9	-8.0	5	42	51.5188417	7.0566645
26180	9.6	-9.4	1	3	53.2589924	8.2159441
35767	8.3	-11.2	6	468	50.6886965	8.1831487
27246	10.0	-10.3	3	34	52.6552209	8.9370712
72461	7.6	-13.2	14	831	48.2759019	9.0082162
25593	9.0	-9.6	1	24	54.0659697	9.5730582
78713	8.2	-12.8	6	694	48.2341583	8.4374662
24794	9.0	-9.0	3	14	54.33038329999999	9.7079798
71672	10.3	-10.8	13	234	48.9370133	9.2672764
63808	9.5	-11.0	12	291	49.9649179	9.201775800000002
94563	9.0	-13.7	13	321	48.7604736	12.8087753
84144	8.6	-13.7	13	456	48.4744377	12.25706
10789	10.7	-11.3	4	42	52.50118029999999	13.3380778
02742	8.5	-14.6	10	327	51.0381065	14.5276538
39122	9.4	-12.6	4	78	52.0712917	11.6713234
44329	10.4	-9.1	5	81	51.5730339	7.543860499999999
58566	8.6	-10.5	6	405	51.1339188	7.566130100000001
56242	9.9	-9.5	6	259	50.53048260000001	7.7528226
26123	9.9	-8.8	3	8	53.1522347	8.230832699999999
61276	8.7	-11.1	7	447	50.3240694	8.4011696
07907	8.1	-14.6	10	474	50.59733139999999	11.8399258
45881	11.3	-7.6	5	34	51.5252464	7.0818258
54616	8.3	-10.8	6	504	50.2123101	6.2113836
66709	9.7	-9.8	6	339	49.54146	6.8197623
04328	10.0	-12.6	4	127	51.3461818	12.4453329
97903	9.3	-11.5	12	342	49.7719032	9.3322973
78479	10.1	-9.3	13	392	47.697991	9.0609314
22547	9.6	-9.3	3	23	53.598033	9.8776657
21445	9.4	-10.7	3	23	53.3032231	10.1374409
21423	9.5	-10.5	3	2	53.3657951	10.2022015
73527	9.3	-12.1	6	445	48.8321222	9.8173747
54313	9.5	-9.7	7	354	49.8913948	6.6974342
40629	10.5	-8.3	5	102	51.2550414	6.8836115
50827	11.2	-7.8	5	48	50.9710715	6.8927833
91608	8.9	-12.9	13	449	49.36315740000001	10.3157927
23617	9.0	-10.8	2	35	53.9317319	10.6180751
58769	8.3	-10.8	6	451	51.3119731	7.6194494
66953	9.7	-10.2	6	347	49.2049969	7.6042103
67817	9.2	-10.9	6	411	49.5823072	7.879448300000001
67680	9.6	-10.3	6	330	49.5278419	7.9150312
95688	7.2	-14.3	10	626	49.8852163	12.104492
16833	9.4	-13.2	4	40	52.7619081	12.8119414
83555	8.6	-13.5	13	439	48.144062	12.3010879
82272	8.5	-14.2	13	591	48.1547247	11.0807449
81543	9.2	-12.5	13	523	48.1127929	11.5681872
06408	9.5	-12.8	4	79	51.8019786	11.6685635
14778	9.6	-12.8	4	27	52.4852242	12.5600977
09326	9.3	-13.5	9	245	51.0778024	12.9057027
44577	10.4	-8.6	5	121	51.532905	7.343384400000001
63579	10.1	-10.7	12	200	50.1431461	9.1438073
34479	8.6	-11.9	7	318	51.41532249999999	9.1846898
35088	8.8	-11.3	6	311	50.99660919999999	8.6334726
75385	8.4	-12.3	6	608	48.7001654	8.6666793
35410	9.9	-10.6	7	154	50.4831415	8.9182902
71297	9.5	-11.6	6	357	48.8635128	8.863182
37217	8.2	-12.7	7	402	51.349366	9.7730968
74426	8.9	-12.4	13	471	49.00228629999999	9.9185057
24625	8.9	-9.1	3	27	54.118989	10.0483357
79199	10.2	-10.7	8	391	47.9593099	7.950298
77880	9.1	-11.6	6	498	48.6409964	8.094185099999999
97772	7.0	-13.6	10	699	50.3766895	9.9130656
94575	8.8	-12.1	13	408	48.6254824	13.2232568
56729	8.4	-11.0	6	486	50.36912239999999	7.1516537
55490	9.3	-10.5	6	321	49.8957622	7.4803664
48165	10.2	-9.3	5	57	51.8943856	7.659392700000001
56412	9.8	-9.8	6	234	50.4199067	7.934915499999999
65187	10.9	-9.3	12	118	50.0588518	8.2332638
78089	7.8	-13.1	14	800	48.0792751	8.3665884
76774	11.0	-9.9	12	99	49.1246054	8.3436606
92694	8.6	-13.3	13	386	49.6260819	12.1033925
65366	9.4	-10.3	7	320	50.0247217	7.945461799999999
59755	9.9	-9.6	6	179	51.4522286	7.972033
26954	9.8	-8.8	1	1	53.4927518	8.447880999999999
79258	11.0	-10.0	12	197	47.9369036	7.6208959
54550	8.3	-11.2	6	500	50.2009293	6.8017561
56858	9.0	-10.5	7	393	50.089428	7.2844044
44359	10.4	-8.6	5	63	51.56844539999999	7.383803599999999
89257	9.0	-12.5	13	513	48.2237887	10.1112171
72108	9.4	-11.3	6	429	48.4640734	8.916337
31855	9.2	-11.3	7	192	52.051324	9.2522609
34298	8.3	-12.3	7	384	51.2571441	9.6862977
73235	9.5	-11.3	6	409	48.61452509999999	9.5529025
10589	10.3	-11.8	4	42	52.5298769	13.3067427
10319	10.3	-11.9	4	35	52.49583209999999	13.5137055
63674	10.4	-10.3	12	123	50.2830501	8.948226499999999
21785	9.5	-8.8	1	0	53.7941369	9.026528
74206	10.4	-10.7	12	213	49.2212523	9.1528835
83098	7.6	-13.9	15	735	47.73150589999999	12.0755412
92274	8.3	-14.3	13	458	49.5466195	11.8752787
06347	9.4	-14.1	4	139	51.6333491	11.6249486
38820	9.7	-12.5	3	135	51.8962146	11.0383935
30855	9.8	-11.3	3	50	52.4879267	9.6900251
27356	9.4	-10.1	3	30	53.0852034	9.386889300000002
22397	9.2	-10.2	3	19	53.69171189999999	10.0975465
97506	9.7	-11.5	13	204	50.0038843	10.1993795
35390	10.1	-10.5	7	163	50.5850486	8.6741668
75223	9.6	-11.4	6	278	48.9131455	8.796423899999999
79194	10.8	-10.2	6	294	48.0423901	7.8669573
44141	10.8	-8.2	5	125	51.5043716	7.501506399999999
75180	9.2	-11.7	6	425	48.8523226	8.6625769
63843	10.6	-10.5	12	121	49.90138719999999	9.1248199
37619	9.6	-11.4	7	81	51.9552167	9.5182385
66989	9.7	-10.2	6	343	49.2453523	7.557226199999999
98708	7.8	-14.3	10	504	50.64968830000001	11.0037202
95111	7.5	-14.8	10	538	50.24821619999999	12.072458
54538	8.5	-11.1	7	467	50.0229642	7.0143917
35614	9.0	-11.1	7	315	50.6132229	8.435002400000002
72147	9.5	-11.4	6	421	48.430962	9.0698277
88285	8.4	-12.6	13	627	47.6998582	9.6985069
91364	8.7	-13.7	13	375	49.8219497	11.1891596
94372	8.4	-13.8	13	452	49.0334071	12.629515
86833	8.5	-14.5	13	576	48.1044541	10.653967
91757	8.5	-13.3	13	539	48.9516022	10.8937048
06722	9.6	-13.3	4	172	51.00978629999999	12.0322867
96197	8.1	-13.1	13	466	49.9765725	11.2989672
93155	8.4	-13.7	13	511	49.0403758	11.7501112
39175	9.5	-12.5	4	44	52.147384	11.7618175
84094	8.9	-13.3	13	404	48.7090869	11.8099508
85435	8.8	-13.6	13	468	48.31025289999999	11.925775
95485	7.5	-14.0	11	574	49.9946577	11.7782127
26486	9.7	-7.9	1	3	53.7891725	7.9025794
35641	9.2	-10.8	7	280	50.4956356	8.470975
68519	10.9	-10.8	12	109	49.5574391	8.5760911
31028	9.8	-11.2	3	79	52.08679790000001	9.7862515
24161	9.1	-8.3	2	16	54.3943283	10.1154382
37197	9.1	-12.1	7	177	51.650608	10.2365006
37412	8.9	-12.3	7	221	51.6201495	10.3247943
10827	10.1	-11.9	4	45	52.4830386	13.3542784
89185	8.8	-12.8	13	509	48.2835264	9.9461636
84076	8.7	-13.3	13	456	48.6730816	11.9462689
08499	8.9	-13.9	9	311	50.6240772	12.2624314
04107	10.2	-12.2	4	118	51.3296542	12.3734503
22929	9.0	-10.7	3	78	53.5991085	10.4467472
86690	9.0	-13.5	13	408	48.6438759	10.8144317
96149	9.1	-13.3	13	267	49.9741688	10.9067044
82436	8.1	-13.8	13	656	47.7308906	11.1762801
16761	9.8	-12.4	4	31	52.6422082	13.2029787
94078	7.4	-13.5	11	653	48.83937479999999	13.5575735
52499	10.7	-8.7	5	114	50.9212978	6.1946473
79597	10.4	-10.2	12	318	47.6538453	7.623441199999999
27333	9.8	-10.6	3	25	52.7796734	9.1306429
73770	10.0	-11.2	6	338	48.6897975	9.314527
18374	9.0	-10.9	2	7	54.4315943	12.7909727
94501	9.2	-12.5	13	331	48.5698499	13.0693851
04463	9.5	-13.3	4	155	51.237716	12.4831199
09488	8.0	-14.2	10	494	50.61050179999999	13.0203444
10555	10.4	-11.8	4	33	52.52246290000001	13.3359647
01477	9.2	-14.0	9	249	51.0946097	13.9891512
29497	9.4	-11.7	4	22	52.9540421	11.2181789
82234	8.5	-14.2	13	604	48.0745108	11.2737002
76835	10.0	-10.1	6	309	49.2501143	8.0733044
25693	9.3	-9.1	1	-3	53.9902268	9.1145506
91623	9.0	-13.2	13	399	49.288588	10.6613236
91560	8.9	-13.4	13	408	49.3400573	10.7896074
85134	8.7	-12.8	13	479	48.8581713	11.4589512
66885	10.0	-9.7	6	229	49.54989579999999	7.458628800000001
52379	10.3	-8.8	5	197	50.8070027	6.3766007
64759	9.0	-11.6	6	438	49.53335550000001	9.025421
69115	11.4	-10.1	12	112	49.4035106	8.681388
90559	8.7	-13.6	13	449	49.3293086	11.3261797
82178	8.7	-13.9	13	524	48.16322570000001	11.3421615
95199	7.6	-14.4	10	535	50.1169999	12.1035786
18196	8.9	-12.0	4	45	54.0137582	12.2158488
81541	9.2	-12.5	13	530	48.121161	11.5848088
86415	8.6	-14.4	13	529	48.2669806	11.0031575
82435	7.7	-14.1	15	785	47.6925038	10.9920233
91452	9.1	-13.3	13	361	49.4819836	10.7175498
91801	9.0	-13.3	13	456	49.0075875	10.8456886
06493	7.8	-14.4	6	376	51.6422468	11.1251675
96160	8.9	-13.0	13	392	49.76162129999999	10.463781
46049	11.3	-7.6	5	33	51.4689468	6.829739099999999
59199	10.3	-9.6	5	69	51.5845809	7.7716829
57629	9.3	-10.1	6	338	50.6980894	7.819412399999999
67159	10.8	-10.1	12	124	49.4474032	8.2229346
35789	9.3	-10.8	7	272	50.4296122	8.379703899999999
74252	10.1	-10.9	12	241	49.1795144	9.0354657
74080	10.5	-10.6	12	191	49.1376432	9.1776059
84439	8.6	-13.7	13	480	48.37471379999999	12.0794321
37215	8.7	-12.3	7	317	51.2938993	9.8498481
23812	8.9	-10.1	3	60	53.9493924	10.1636762
89349	8.7	-13.1	13	512	48.33953289999999	10.4482412
21382	9.5	-10.7	3	7	53.3335989	10.4462192
83368	8.4	-13.1	13	563	47.9691834	12.5671151
91332	8.6	-13.6	13	397	49.8645053	11.1692155
30890	10.0	-10.9	3	60	52.34375350000001	9.4806112
72124	9.6	-11.5	6	406	48.56443609999999	9.1773585
65329	9.5	-10.5	7	306	50.20022729999999	8.1004734
18225	9.3	-9.5	2	18	54.1402509	11.7436735
24634	9.1	-9.6	3	14	54.0490463	9.9171808
07546	9.5	-13.7	9	240	50.8809611	12.1069788
18469	8.8	-11.8	2	15	54.2675634	12.8175795
28717	9.6	-9.1	3	22	53.1710453	8.6859714
71292	9.1	-11.8	6	453	48.83559580000001	8.8331657
45356	11.3	-7.5	5	40	51.4923815	6.9694303
45659	10.7	-8.2	5	98	51.6381524	7.1816476
41540	10.8	-8.2	5	45	51.0812746	6.8012013
74245	10.0	-10.8	13	295	49.1003706	9.3863376
29348	9.2	-11.5	3	89	52.7339061	10.2338484
73102	9.2	-12.1	6	454	48.7475958	9.6604669
92366	8.4	-14.3	13	454	49.22295279999999	11.8681319
33719	9.9	-9.9	6	93	52.0199295	8.6134521
67691	9.6	-10.3	6	348	49.4436991	7.895660500000001
25337	9.2	-9.9	3	13	53.75073020000001	9.7178209
31515	10.1	-10.6	3	62	52.42482529999999	9.407641
88299	7.9	-14.0	13	656	47.8226062	10.0064024
87547	7.0	-14.9	15	858	47.6037331	10.118193
90425	9.7	-12.6	13	311	49.4759663	11.0623632
29476	9.5	-11.7	4	12	53.0802545	11.2108865
12055	10.1	-12.0	4	32	52.4713454	13.4499734
67483	10.8	-9.8	12	141	49.2617724	8.1344324
66564	9.6	-10.1	6	347	49.415107	7.216587700000001
49744	10.1	-9.0	3	15	52.5990429	7.247144599999999
26529	9.7	-8.6	3	-3	53.5057782	7.2607246
59557	10.3	-9.5	5	85	51.6560952	8.3485737
75334	9.5	-11.5	6	379	48.8373378	8.5243424
35625	9.2	-11.1	7	266	50.5174295	8.585281799999999
76646	10.4	-10.4	12	196	49.1064222	8.5933513
86157	9.2	-13.5	13	483	48.3632185	10.8671198
95692	7.5	-14.5	10	558	50.01127349999999	12.2288911
04442	9.7	-13.2	4	120	51.2121652	12.3251777
21509	9.3	-10.3	3	24	53.5447292	10.2167335
19306	9.3	-12.2	4	31	53.40053700000001	11.60276
99092	8.8	-13.5	9	308	50.9821987	10.9827756
19061	9.2	-11.3	4	57	53.590317	11.3977818
12557	9.8	-12.5	4	33	52.4267703	13.588384
89079	9.0	-12.3	13	472	48.338844	9.9464176
63871	8.7	-11.8	6	416	50.0736766	9.3316785
74535	9.0	-12.1	13	479	49.07805399999999	9.5575132
66987	10.1	-9.8	6	263	49.2645652	7.5750289
27568	10.0	-8.1	1	1	53.5660014	8.566356899999999
95517	8.3	-13.7	10	435	49.8870267	11.6867458
06198	9.5	-14.1	4	139	51.5251975	11.8273914
83257	8.4	-12.8	13	556	47.899702	12.4199717
73547	9.9	-11.3	13	340	48.8072283	9.6704159
24782	9.0	-9.0	3	12	54.32895139999999	9.6703029
89180	8.0	-13.0	14	680	48.4637023	9.7616695
24619	8.9	-9.6	3	40	54.0593539	10.2283002
01768	8.0	-14.0	9	466	50.85093089999999	13.7803191
02923	9.2	-14.4	9	166	51.2327935	14.8952089
03205	9.4	-14.0	4	110	51.72805	13.9005015
64673	10.9	-10.5	12	94	49.7259795	8.6122022
97705	8.3	-12.3	10	423	50.267865	9.9933467
97640	9.0	-11.3	13	281	50.4003054	10.291813
97511	9.6	-11.6	13	251	49.8739539	10.3574639
71065	9.0	-12.0	6	498	48.71082260000001	9.0522388
61250	9.1	-11.1	7	341	50.355224	8.5435534
50127	10.9	-8.4	5	68	50.9390797	6.6870134
74357	10.0	-11.2	12	251	49.0334265	9.0790102
63897	9.3	-11.5	12	385	49.6752585	9.308806
74376	10.1	-11.2	12	248	49.0266843	9.1592563
13125	9.6	-12.8	4	50	52.6325588	13.4775758
79350	10.4	-10.4	6	339	48.1110923	7.9192531
73345	7.5	-13.7	14	795	48.5443641	9.6635852
31036	9.6	-11.1	3	105	52.0727154	9.7230991
12161	10.0	-12.0	4	47	52.4693894	13.3253773
54498	10.4	-9.2	7	137	49.869026	6.9187379
72764	10.3	-10.6	6	389	48.4933416	9.2147435
31867	10.0	-10.8	3	86	52.2741504	9.367927
88276	9.2	-10.7	13	514	47.8102585	9.6008876
72458	7.4	-13.5	14	888	48.2136917	9.0234631
49681	9.6	-9.5	3	22	52.9657609	8.0708816
32547	10.0	-10.2	5	79	52.2074157	8.822436999999999
25852	8.9	-8.8	1	9	54.6495861	8.9171557
34537	8.3	-12.3	7	394	51.0964448	9.1169931
34346	9.0	-11.6	7	229	51.420221	9.6856834
89250	8.9	-12.4	13	507	48.3235714	10.0632889
92265	8.0	-14.3	13	516	49.5786336	11.6939437
92263	8.5	-14.5	13	425	49.3936291	11.9348539
08261	6.7	-14.9	11	686	50.388063	12.3328862
23883	9.2	-11.0	3	39	53.6205203	10.8184955
25813	9.1	-8.8	1	-4	54.45665200000001	9.0593285
28309	10.0	-8.8	3	5	53.0418089	8.896474099999999
52152	8.2	-10.7	6	534	50.6120728	6.3194228
66976	9.9	-10.1	6	299	49.23929320000001	7.6353524
